DATE,DEXUSUK
1988-07-01,1.7073400000000000
1988-07-08,1.7093250000000000
1988-07-15,1.6856400000000000
1988-07-22,1.7079000000000000
1988-07-29,1.7192600000000000
1988-08-05,1.7070600000000000
1988-08-12,1.6960600000000000
1988-08-19,1.7047200000000000
1988-08-26,1.6847200000000000
1988-09-02,1.6819000000000000
1988-09-09,1.7012750000000000
1988-09-16,1.6843200000000000
1988-09-23,1.6758600000000000
1988-09-30,1.6810600000000000
1988-10-07,1.6961000000000000
1988-10-14,1.7370000000000000
1988-10-21,1.7551000000000000
1988-10-28,1.7604000000000000
1988-11-04,1.7719600000000000
1988-11-11,1.7828750000000000
1988-11-18,1.8148000000000000
1988-11-25,1.8340750000000000
1988-12-02,1.8492800000000000
1988-12-09,1.8550800000000000
1988-12-16,1.8276600000000000
1988-12-23,1.8058200000000000
1988-12-30,1.7977500000000000
1989-01-06,1.8016250000000000
1989-01-13,1.7742000000000000
1989-01-20,1.7602500000000000
1989-01-27,1.7688400000000000
1989-02-03,1.7515200000000000
1989-02-10,1.7455200000000000
1989-02-17,1.7676200000000000
1989-02-24,1.7534250000000000
1989-03-03,1.7319200000000000
1989-03-10,1.7192800000000000
1989-03-17,1.7177200000000000
1989-03-24,1.7187800000000000
1989-03-31,1.6918600000000000
1989-04-07,1.6987000000000000
1989-04-14,1.6946600000000000
1989-04-21,1.7150000000000000
1989-04-28,1.6947800000000000
1989-05-05,1.6809000000000000
1989-05-12,1.6655000000000000
1989-05-19,1.6255400000000000
1989-05-26,1.5772400000000000
1989-06-02,1.5736250000000000
1989-06-09,1.5720400000000000
1989-06-16,1.5217200000000000
1989-06-23,1.5529000000000000
1989-06-30,1.5534600000000000
1989-07-07,1.6103500000000000
1989-07-14,1.6256000000000000
1989-07-21,1.6208600000000000
1989-07-28,1.6393800000000000
1989-08-04,1.6478600000000000
1989-08-11,1.6126000000000000
1989-08-18,1.5724000000000000
1989-08-25,1.5749400000000000
1989-09-01,1.5724400000000000
1989-09-08,1.5461250000000000
1989-09-15,1.5487000000000000
1989-09-22,1.5759000000000000
1989-09-29,1.6129400000000000
1989-10-06,1.6079600000000000
1989-10-13,1.5543750000000000
1989-10-20,1.5855600000000000
1989-10-27,1.5990600000000000
1989-11-03,1.5744200000000000
1989-11-10,1.5817400000000000
1989-11-17,1.5775200000000000
1989-11-24,1.5632500000000000
1989-12-01,1.5648000000000000
1989-12-08,1.5719600000000000
1989-12-15,1.5977400000000000
1989-12-22,1.6076600000000000
1989-12-29,1.6194500000000000
1990-01-05,1.6218250000000000
1990-01-12,1.6590000000000000
1990-01-19,1.6493750000000000
1990-01-26,1.6514400000000000
1990-02-02,1.6804800000000000
1990-02-09,1.6951000000000000
1990-02-16,1.6940000000000000
1990-02-23,1.7109250000000000
1990-03-02,1.6780400000000000
1990-03-09,1.6374800000000000
1990-03-16,1.6121200000000000
1990-03-23,1.6040600000000000
1990-03-30,1.6307200000000000
1990-04-06,1.6377000000000000
1990-04-13,1.6391600000000000
1990-04-20,1.6363200000000000
1990-04-27,1.6352600000000000
1990-05-04,1.6449200000000000
1990-05-11,1.6746200000000000
1990-05-18,1.6847000000000000
1990-05-25,1.6910800000000000
1990-06-01,1.6869750000000000
1990-06-08,1.6838600000000000
1990-06-15,1.7012000000000000
1990-06-22,1.7229000000000000
1990-06-29,1.7386200000000000
1990-07-06,1.7774750000000000
1990-07-13,1.8046600000000000
1990-07-20,1.8129200000000000
1990-07-27,1.8208600000000000
1990-08-03,1.8529000000000000
1990-08-10,1.8715000000000000
1990-08-17,1.8986600000000000
1990-08-24,1.9330200000000000
1990-08-31,1.9307200000000000
1990-09-07,1.8942000000000000
1990-09-14,1.8686400000000000
1990-09-21,1.8839000000000000
1990-09-28,1.8738600000000000
1990-10-05,1.9067600000000000
1990-10-12,1.9686750000000000
1990-10-19,1.9577000000000000
